"text","group","id","time","partner_id","turn","seller","study","study_group","span"
"Hi there! This bowl is a unique piece from the 1800s. Market prices for these things vary around 600 dollars, but I'm willing to give this one to you for two-thirds the price!",40,"PE43Y","0","ZXTRV",2,1,"one","one_40",10
"Hey! So what do you think about my offer? ",40,"PE43Y"," 4:12:16 PM ","ZXTRV",3,1,"one","one_40",20
"Nah bro, I've been doing research on this stuff since I was a child. Definitely not worth $600.",40,"ZXTRV"," 4:12:40 PM ","PE43Y",4,0,"one","one_40",44
"But I'm giving it to you for 400.",40,"PE43Y"," 4:13:00 PM ","ZXTRV",5,1,"one","one_40",64
"It's worth $250.",40,"ZXTRV"," 4:13:11 PM ","PE43Y",6,0,"one","one_40",75
"It will very nicely complement any home.",40,"PE43Y"," 4:13:21 PM ","ZXTRV",7,1,"one","one_40",85
"We can split the difference and say I'll give you $325.",40,"ZXTRV"," 4:13:59 PM ","PE43Y",8,0,"one","one_40",123
"How about 350? ",40,"PE43Y"," 4:14:13 PM ","ZXTRV",9,1,"one","one_40",137
"Deal.",40,"ZXTRV"," 4:14:28 PM ","PE43Y",10,0,"one","one_40",152
"Excellent! You'll really enjoy it! ",40,"PE43Y"," 4:14:47 PM ","ZXTRV",11,1,"one","one_40",171
"Hello, hope you're having a great day! I am interested in buying this sugar bowl and would like to offer you $250 for it. ",41,"93D2Z","0","FB6YB",1,0,"one","one_41",0
"I'm hoping to sell it for $575, so we're a ways off from each other. What are you willing to increase your offer to? ",41,"FB6YB","0","93D2Z",2,1,"one","one_41",10
"Hi! Thanks for getting back to me regarding the sugar bowl. Unfortunately, $575 is more than I can offer. Would you be willing to consider an offer of $400? ",41,"93D2Z"," 4:10:34 PM ","FB6YB",3,0,"one","one_41",20
"Thanks so  much for your interest. That's still a ways off for me. $500? ",41,"FB6YB"," 4:10:55 PM ","93D2Z",4,1,"one","one_41",41
"What about $450? ||The sugar bowl would be completing a set for me, so I can assure you it'd be going to a good home! ",41,"93D2Z"," 4:11:12 PM ","FB6YB",5,0,"one","one_41",58
"It's a deal. :) ",41,"FB6YB"," 4:11:34 PM ","93D2Z",6,1,"one","one_41",80
"Fantastic! $450 it is. Thanks! ",41,"93D2Z"," 4:11:54 PM ","FB6YB",7,0,"one","one_41",100
"Hello, my name is Alison. I am so glad that I decided to come to this antique fair today! I've been feeling under the weather, but thought this could be my lucky day to find this sugar bowl to match a family heirloom tea set. I can offer $250 for it. How does that sound?",42,"GJ3HA","0","QRS7K",1,0,"one","one_42",0
"Hi Alison, my name is Emily. Thanks so much for stopping by at my booth! This sugar bowl was made in the 1750s by the Langfords, highly skilled and detailed oriented craftsmen. The original value of this bowl is $800, but I'd be willing to sell it to you for $650!",42,"QRS7K","0","GJ3HA",2,1,"one","one_42",10
"Hi! The value of the bowl is $800, but I'd be willing to sell for less - what do you say $675? ",42,"QRS7K"," 4:15:50 PM ","GJ3HA",3,1,"one","one_42",20
"Hi Emily! So great to meet you. Yes, this is the piece I've been looking for! This tea set has been in my family since the early 1900s and is my only memory from my mother's side of the family. ||At some point the sugar bowl went missing so I've been looking for this one piece for the past 20 years. ",42,"GJ3HA"," 4:16:52 PM ","QRS7K",4,0,"one","one_42",82
"That's a shame! I'm so glad you were able to find this, Alison.",42,"QRS7K"," 4:18:34 PM ","GJ3HA",5,1,"one","one_42",184
"In my research, the tea set in full is valued at $2000. I'm not sure I can see paying over $350. ",42,"GJ3HA"," 4:18:36 PM ","QRS7K",6,0,"one","one_42",186
"The full value of the sugar bowl alone is $800, but as I said, I'd be more than happy to go lower if that means you'll be able to complete your tea set. What do you say to $550? ",42,"QRS7K"," 4:19:59 PM ","GJ3HA",7,1,"one","one_42",269
"It would mean the world to me and my family to be able to complete the tea set. It would bring my great grandmother so much joy! She's turning 100 in January, by the way. ",42,"GJ3HA"," 4:20:57 PM ","QRS7K",8,0,"one","one_42",327
"That's wonderful! You must buy this sugar bowl for her. ",42,"QRS7K"," 4:21:21 PM ","GJ3HA",9,1,"one","one_42",351
"Wow, I'd really love to. It has taken me so long to find this piece. How does $400 sound? There seems to be a bit of wear and tear to the piece and again, the entire set is not valued at more than $2000. ||The market looks to be closing soon. Do we have a deal at $400? ",42,"GJ3HA"," 4:22:52 PM ","QRS7K",10,0,"one","one_42",442
"I think you'd be hard pressed to find a perfect piece, that still remains so finely detailed. The lowest I'd be willing to drop to is $450.",42,"QRS7K"," 4:24:15 PM ","GJ3HA",11,1,"one","one_42",525
"$420? ",42,"GJ3HA"," 4:24:30 PM ","QRS7K",12,0,"one","one_42",540
"$435? ",42,"QRS7K"," 4:24:37 PM ","GJ3HA",13,1,"one","one_42",547
"$425 and let's make it happen! ",42,"GJ3HA"," 4:25:07 PM ","QRS7K",14,0,"one","one_42",577
"Deal.",42,"QRS7K"," 4:25:09 PM ","GJ3HA",15,1,"one","one_42",579
"Great.",42,"GJ3HA"," 4:25:25 PM ","QRS7K",16,0,"one","one_42",595
"Hi, I'm interested in the sugar bowl, but I see it has defects so I am only going to offer $250. This is my final offer. It's really not worth that much.",43,"3854X","0","22NK4",1,0,"one","one_43",0
"Hi, thank you for your response. This bowl is worth a lot more than that; I bought it at $800 because it is a 1750 relic from a skilled potter. However, I know that there is a defect on it, so I can lower the price to $500. How does that sound? ",43,"22NK4","0","3854X",2,1,"one","one_43",10
"Hi, how are you feeling about the sugar bowl? ",43,"22NK4"," 4:14:05 PM ","3854X",3,1,"one","one_43",20
"Well, I'm glad you realize it isn't in perfect condition and are willing to come down in price. However, $500 is totally unrealistic. I can offer you $280 tops, which is really too much. Take it or leave it. ",43,"3854X"," 4:15:31 PM ","22NK4",4,0,"one","one_43",106
"I'm sorry, it is worth a lot more than $280 both in antique and artistic value. I can consider $450 if you're open to that. ",43,"22NK4"," 4:17:08 PM ","3854X",5,1,"one","one_43",203
"If you are an experienced antiques dealer, you will be very happy to sell this item at this price. You may not get another sale this good all day. ||I am firm at $280. This is very generous. ",43,"3854X"," 4:17:14 PM ","22NK4",6,0,"one","one_43",209
"I am experienced enough to know that this is worth quite more than sub-$300. $450 is quite a good deal. ",43,"22NK4"," 4:17:58 PM ","3854X",7,1,"one","one_43",253
"If you're thinking $300, I suppose I can go up by $20. Just being kind since it's the holidays and I don't want your family to starve. ",43,"3854X"," 4:18:48 PM ","22NK4",8,0,"one","one_43",303
"How about $420 since I do think you could be deserving of this bowl? ",43,"22NK4"," 4:19:29 PM ","3854X",9,1,"one","one_43",344
"Nice try, but we are still $120 apart. Make me a better offer. ",43,"3854X"," 4:19:57 PM ","22NK4",10,0,"one","one_43",372
"$400 then. I can't afford to decrease price any more for its value. ",43,"22NK4"," 4:21:14 PM ","3854X",11,1,"one","one_43",449
"Let's split the difference. $350 is my final offer. I don't have all day, so please decide right now. ",43,"3854X"," 4:21:58 PM ","22NK4",12,0,"one","one_43",493
"Alright, let's do it. ",43,"22NK4"," 4:22:31 PM ","3854X",13,1,"one","one_43",526
"Thank you! It's a deal. Happy holidays! ",43,"3854X"," 4:22:48 PM ","22NK4",14,0,"one","one_43",543
"Hi there! Hope this finds you well. I'm interested in sugar bowl you're selling. I'd like to make an offer of $250.  Looking forward to hearing back from you!",44,"TGDT8","0","Y9EEV",1,0,"one","one_44",0
"Hi! Thanks for your interest in the bowl. As you know it's an antique piece made in New England in the 1750's and its value is much more than the price you are asking for. I can't go under 400. I hope that you will consider my offer. Thanks",44,"Y9EEV","0","TGDT8",2,1,"one","one_44",10
"Hello! I hope you found my message and are considering my offer. ",44,"Y9EEV"," 4:15:22 PM ","TGDT8",3,1,"one","one_44",20
"Hi there! Yes. I completely understand, but as a last plea, is there any way you could let it go for 350? ||there* ||I hope my grammar mistake doesn't influence your decision, lol. ",44,"TGDT8"," 4:16:12 PM ","Y9EEV",4,0,"one","one_44",70
"I could lower symbolically to 390, but can't go under that price or I will be losing money! ",44,"Y9EEV"," 4:17:19 PM ","TGDT8",5,1,"one","one_44",137
"Understood. I'll take it at 390. ||Thank you! ",44,"TGDT8"," 4:17:35 PM ","Y9EEV",6,0,"one","one_44",153
"Great, it was a pleasure to do business with you and I hope you will enjoy this beautiful piece. Have a great day.",44,"Y9EEV"," 4:18:05 PM ","TGDT8",7,1,"one","one_44",183
"Right back atcha! ",44,"TGDT8"," 4:18:13 PM ","Y9EEV",8,0,"one","one_44",191
"Hello, I'm offering $250 for the sugar bowl. I don't want to go over this price. ",45,"77VXT","0","2RM6J",1,0,"one","one_45",0
"Since the bowl is from the 1700s and very special, I will not consider a price under $300. Is there any way that you can offer a higher price?",45,"2RM6J","0","77VXT",2,1,"one","one_45",10
"You make some good points. What about $275? ",45,"77VXT"," 4:13:42 PM ","2RM6J",3,0,"one","one_45",20
"Since the bowl is from the 1700s and quite special, is there any way that you can increase your offer? ",45,"2RM6J"," 4:13:48 PM ","77VXT",4,1,"one","one_45",26
"$295? ",45,"77VXT"," 4:14:06 PM ","2RM6J",5,0,"one","one_45",44
"That's better, but I originally planned to sell it for $350. I lowered it since I think you would appreciate a beautiful piece. I'm still asking $300. ",45,"2RM6J"," 4:15:25 PM ","77VXT",6,1,"one","one_45",123
"Okay, that's fair. $300 it is. Will you take this offer? ",45,"77VXT"," 4:15:56 PM ","2RM6J",7,0,"one","one_45",154
"Your're getting closer! :) If you miss a cup of Starbuck's coffee, the sugar bowl is yours! ||Yes I will. Thanks! ",45,"2RM6J"," 4:16:39 PM ","77VXT",8,1,"one","one_45",197
"Awesome! Glad things worked out. ",45,"77VXT"," 4:17:13 PM ","2RM6J",9,0,"one","one_45",231
"I'm looking to purchase a sugar bowl in the ballpark of $250. Not interested in paying much more. ",47,"2DCJB","0","6PN8Y",1,0,"one","one_47",0
"I am willing to sell for 350; no less. Have to make a profit.",47,"6PN8Y","0","2DCJB",2,1,"one","one_47",10
"I'll pay $350.",47,"2DCJB"," 4:13:52 PM ","6PN8Y",3,0,"one","one_47",20
"I am willing to accept 350, but no less than that; I have to make a profit.",47,"6PN8Y"," 4:14:15 PM ","2DCJB",4,1,"one","one_47",43
"Alright. $350 it is. ",47,"2DCJB"," 4:14:33 PM ","6PN8Y",5,0,"one","one_47",61
"Good morning. I'm interested in buying your sugar bowl on display. I'm willing to give you 250 cash  right now. Sound like a deal? ",48,"75MQJ","0","S9YDQ",1,0,"one","one_48",0
"Your offer is way too low. It is rare and I really need to get at least $400.",48,"S9YDQ","0","75MQJ",2,1,"one","one_48",10
"Simply can't afford that much, but I would really like to purchase the piece from you. Would you be willing to accept $325? ",48,"75MQJ"," 4:17:35 PM ","S9YDQ",3,0,"one","one_48",20
"Your offer is understandable, but I need to get to the break-even amount.  How about $370? ",48,"S9YDQ"," 4:18:33 PM ","75MQJ",4,1,"one","one_48",78
"370 sounds fair.",48,"75MQJ"," 4:18:57 PM ","S9YDQ",5,0,"one","one_48",102
"Do we have a deal for $370? ",48,"S9YDQ"," 4:19:14 PM ","75MQJ",6,1,"one","one_48",119
"We've got a deal.",48,"75MQJ"," 4:19:23 PM ","S9YDQ",7,0,"one","one_48",128
"Great! Wonderful negotiating with you. You are one of the fairer customers out there. I hope you enjoy the bowl for many years to come. Thanks. ",48,"S9YDQ"," 4:20:07 PM ","75MQJ",8,1,"one","one_48",172
"Have a great one as well; it's a piece for my mother, so it means a lot to me to be able to find it for her birthday.",48,"75MQJ"," 4:20:41 PM ","S9YDQ",9,0,"one","one_48",206
"Hello! I hope you are having a wonderful day. I am interested in possibly purchasing the bowl in your possession. Is it possible to get it for $250? Thank you for the time you spent reading this message.  ",50,"6D69V","0","82Y5M",1,0,"one","one_50",0
"The market value is estimated to be near $1,000 for this hand crafted pure silver bowl, made here in New England long ago.  I would not be able to sell for only $250; I could consider a value closer to $800?",50,"82Y5M","0","6D69V",2,1,"one","one_50",10
"Hello there! ",50,"82Y5M"," 4:46:29 PM ","6D69V",3,1,"one","one_50",20
"Hello! How are you doing? ",50,"6D69V"," 4:46:39 PM ","82Y5M",4,0,"one","one_50",30
"Not too bad, weather is chilling lately.  How are you feeling today? ",50,"82Y5M"," 4:47:07 PM ","6D69V",5,1,"one","one_50",58
"Good! The weather is very chilly indeed.",50,"6D69V"," 4:47:33 PM ","82Y5M",6,0,"one","one_50",84
"So, I understand you may be interested in the silver sugar bowl . . . Have you plans for in-home use, or is there a business use in mind? ",50,"82Y5M"," 4:48:25 PM ","6D69V",7,1,"one","one_50",136
"I have a question! Currently home use. My grandmother had instilled in me a love of these sort of things. She and I would love for this bowl to be a part of our home. ",50,"6D69V"," 4:49:41 PM ","82Y5M",8,0,"one","one_50",212
"Are you alright? ",50,"82Y5M"," 4:49:42 PM ","6D69V",9,1,"one","one_50",213
"I wrote the first part of my response by accident. But I do have a question. Are there any other buyers interested in the bowl? ",50,"6D69V"," 4:50:40 PM ","82Y5M",10,0,"one","one_50",271
"It would be lovely in your home and contribute a great deal to those special ocassions! ||We have a significant amount of interest in the silver bowl but we can make a deal immediately. ",50,"82Y5M"," 4:50:52 PM ","6D69V",11,1,"one","one_50",283
"I do agree that this bowl would be a lovely part of our home. I want to know what you mean by closer to 800? Is there a particular range I should be aware of? ",50,"6D69V"," 4:52:04 PM ","82Y5M",12,0,"one","one_50",355
"Were the bowl merely melted down to pure silver, its value would likely be in the neighborhood of $500. ||Much labor was invested to make it! ",50,"82Y5M"," 4:52:54 PM ","6D69V",13,1,"one","one_50",405
"I assume that the bowl has been used since you had it correct? ",50,"6D69V"," 4:54:13 PM ","82Y5M",14,0,"one","one_50",484
"I acquired the bowl primarily for presentation and resale rather than use.  It is in almost perfect condition and very old! ||We only have seconds! ",50,"82Y5M"," 4:55:26 PM ","6D69V",15,1,"one","one_50",557
"550? ",50,"6D69V"," 4:55:53 PM ","82Y5M",16,0,"one","one_50",584
"OK! Sold. ",50,"82Y5M"," 4:56:01 PM ","6D69V",17,1,"one","one_50",592
"Hello! I noticed that you have this sugar bowl on sale, and I'm interested in purchasing it. I'd be happy to offer $250 for it. It's really lovely!",51,"QGTQ9","0","WC2PV",1,0,"one","one_51",0
"This bowl is made by a well-known person. Its original price is $1200. However, I am willing to sell it to you at $350.",51,"WC2PV","0","QGTQ9",2,1,"one","one_51",10
"I'm very familiar with the item, actually, and I'm a fan of the maker's work. I have some similar items already, and this would be a great addition to my collection, most of which was a gift from my grandmother. I'm afraid I only have $250 with me right now. Is there any way you could reconsider? ",51,"QGTQ9"," 4:50:58 PM ","WC2PV",3,0,"one","one_51",20
"This is a very good price for that bowl.",51,"WC2PV"," 4:51:08 PM ","QGTQ9",4,1,"one","one_51",30
"I agree, and I can tell you are very fair based on the way you've priced your other items. I would be willing to go up to $300, so we meet in the middle? ",51,"QGTQ9"," 4:52:31 PM ","WC2PV",5,0,"one","one_51",113
"$350 is the minimum I can sell without losing its break-even price. ",51,"WC2PV"," 4:53:30 PM ","QGTQ9",6,1,"one","one_51",172
"I've seen similar items for less in other locations, though I will admit they are not as nice as this one. Can I ask how long you've had this one? ||I'd love to walk out of here with this sugar bowl and with you having $300 more than you do now... haha. :) ",51,"QGTQ9"," 4:55:21 PM ","WC2PV",7,0,"one","one_51",283
"1 year, I can come down to $300.",51,"WC2PV"," 4:56:48 PM ","QGTQ9",8,1,"one","one_51",370
"That's wonderful! I'm so thrilled. Thank you very much! ",51,"QGTQ9"," 4:57:13 PM ","WC2PV",9,0,"one","one_51",395
